response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0221,0.0000,0.0000,0.0000,0.0217,0.0001,200,0.0637
0.0144,0.0000,0.0000,0.0000,0.0143,0.0000,200,0.0718
0.0492,0.0000,0.0000,0.0000,0.0491,0.0001,200,0.0376
0.0123,0.0000,0.0000,0.0004,0.0118,0.0000,200,0.0750
0.0270,0.0000,0.0000,0.0000,0.0269,0.0000,200,0.0623
0.0202,0.0000,0.0000,0.0001,0.0198,0.0000,200,0.0693
0.0073,0.0000,0.0000,0.0000,0.0069,0.0003,200,0.0824
0.0053,0.0000,0.0000,0.0000,0.0051,0.0000,200,0.0847
0.0402,0.0000,0.0000,0.0000,0.0401,0.0000,200,0.0508
0.0272,0.0000,0.0000,0.0000,0.0270,0.0002,200,0.0641
0.0067,0.0000,0.0000,0.0000,0.0065,0.0000,200,0.0849
0.0499,0.0000,0.0000,0.0000,0.0492,0.0006,200,0.0422
0.0076,0.0000,0.0000,0.0000,0.0075,0.0000,200,0.0846
0.0136,0.0000,0.0000,0.0000,0.0134,0.0002,200,0.0791
0.0075,0.0000,0.0000,0.0000,0.0073,0.0001,200,0.0858
0.0516,0.0000,0.0000,0.0000,0.0513,0.0003,200,0.0417
0.0124,0.0000,0.0000,0.0000,0.0123,0.0000,200,0.0816
0.0084,0.0000,0.0000,0.0000,0.0083,0.0001,200,0.0862
0.0195,0.0000,0.0000,0.0000,0.0192,0.0002,200,0.0755
0.0226,0.0000,0.0000,0.0000,0.0224,0.0002,200,0.0730
0.0204,0.0000,0.0000,0.0006,0.0198,0.0000,200,0.0756
0.0287,0.0000,0.0000,0.0000,0.0283,0.0004,200,0.0684
0.0490,0.0000,0.0000,0.0000,0.0488,0.0001,200,0.0485
0.0198,0.0000,0.0000,0.0000,0.0197,0.0000,200,0.0786
0.0330,0.0000,0.0000,0.0000,0.0329,0.0000,200,0.0662
0.0390,0.0000,0.0000,0.0000,0.0389,0.0000,200,0.0601
0.0412,0.0000,0.0000,0.0003,0.0407,0.0001,200,0.0584
0.0050,0.0000,0.0000,0.0000,0.0050,0.0001,200,0.0946
0.0372,0.0000,0.0000,0.0000,0.0370,0.0001,200,0.0633
0.0154,0.0000,0.0000,0.0001,0.0152,0.0001,200,0.0851
